"","log_EmissionsPerCapita.Ideology","log_EmissionsPerCapita.IdeologyLag1","log_EmissionsPerCapita.IdeologyLag2","log_CarbonIntensity.Ideology","log_CarbonIntensity.IdeologyLag1","log_CarbonIntensity.IdeologyLag2","log_EnergyIntensity.Ideology","log_EnergyIntensity.IdeologyLag1","log_EnergyIntensity.IdeologyLag2","Score.Ideology","Score.IdeologyLag1","Score.IdeologyLag2","CI_Score.Ideology","CI_Score.IdeologyLag1","CI_Score.IdeologyLag2","EE_Score.Ideology","EE_Score.IdeologyLag1","EE_Score.IdeologyLag2"
"1",-0.00293818846911177,0.0116890347821016,-0.00768038322086857,0.000185125857930379,0.00337568354159292,0.00180153380999218,0.00288101238723239,-0.00935676738605545,0.00323842259324552,0.00140079134576755,-0.0104306180818144,-0.0159983185329418,-0.0391165696922651,0.036275419312057,-0.03209324067383,-0.00420597462971476,0.00123416455394238,0.0602044158009883
"2",-0.00245747523776471,-0.00309757509795527,0.000525314132081435,0.000386277850721087,-0.000109610223743626,0.00113623844811916,0.000445673515786978,0.00434206466633714,-0.000522327095787878,-0.0335465630493948,-0.00718978969443378,0.0194062847012994,-0.00975996840341607,-0.0227591977315937,0.0535924037853621,-0.0483795473288835,0.0233687633501108,0.0123728651348613
"3",-0.0135212178053869,-0.00811680319871645,-0.00337112900518656,0.0032497581425745,0.00668167466292866,0.00496296955049316,-0.00322589957163226,-0.000108697250988269,-0.00393564065468498,-0.0168792260559678,-0.0431174268441848,-0.00559469714435713,-0.00310039561626555,0.00275977921857367,-0.0550598350447803,-0.0107522289236153,-0.047643325260619,0.00743893784044323
"4",0.00234710997805683,-0.00118744779214732,0.0107380702422094,-0.00648203022380224,0.00499444985205798,-0.00254837679277779,0.00294781132064886,0.00853625675836925,0.000373806482256378,0.00861041118138523,0.0115927215197267,-0.0360151880241397,-0.0370884803493736,0.00669147081570049,0.0122223602694307,-0.0710892163113545,-0.0360487522153767,0.0176415403987089
"5",0.00413492644046051,-0.00612774697511286,-0.00385545551177382,0.00490092882747598,-0.00553007682001986,-0.00581032383428397,-0.00492140906850491,-0.00526151907646188,-0.00376472677052619,-0.0204944390474151,0.0141059097060347,0.0144126819858124,0.0160331569043487,-0.0318347473139729,-0.0659351484734361,0.0530442941783284,-0.0155296852903486,-0.0388056570690766
"6",0.000297385409365958,-0.0113037096386693,-0.0010002048580356,-0.00417131250873089,-0.000510838055433575,0.00537377949440626,-0.00909230113589204,-0.00504145210315277,0.00726376437798775,0.00604623714393006,-0.00669268785461451,0.0133510932721011,0.0208243008817682,0.0452693743285704,0.014800432226658,-0.0130948831169421,-0.00706255076404261,-0.0231686704984397
"7",-0.00987841563309357,0.0115342337146635,0.00637044365552225,0.00576992844015316,-0.00391195512800621,0.00736152982302662,-0.0035951478864316,-0.00280230262803503,0.00151978346808162,-0.000032402180985328,0.0137574981531114,-0.0213190794234144,-0.0195704441809538,-0.0182858673077776,-0.0488069745159378,0.00408950589564038,-0.0221405915800643,-0.0372900911823246
"8",0.000915475730396099,-0.00473221010243101,-0.015621879811504,0.0038336388442023,0.000371745397116015,0.00861865909029068,-0.00409996991917451,-0.00438527028668126,-0.00551442343198796,-0.0113035202647288,0.0086322940256479,-0.00985244206936082,-0.0312233509104506,-0.0338266494473251,0.00562503316319212,-0.0254922664654214,0.0267502816341666,-0.00798604158444325
"9",-0.00104398294060448,0.00663179773168234,0.00688894402358904,0.00685160288994492,-0.0081097250591429,-0.000178171854278601,-0.00388564109788749,0.00718913539466037,0.0100540217625385,0.00258228537862203,0.0189461733461227,-0.0321406855920213,0.00174223587362844,0.0272168513081565,-0.0357087806105366,0.00860875027048519,0.0424277072817152,0.0499633711893615
"10",-0.00820504442229039,-0.00258788636689094,-0.00348955161271326,-0.00397665752952303,0.00478810021017738,-0.000310439989267252,-0.00343855906326191,0.00604826176089939,-0.00432288282353858,-0.0248855672275902,-0.029349496991465,0.000366296441766145,0.0100923336170099,-0.0460050421952203,0.0149224099840407,-0.0533801348917671,-0.0543498557927053,0.0448994858287673
