"","DV","Trimmed","Observations","term","estimate","std.error","statistic","p.value","Model_Formula","Data_Used"
"1","log_EmissionsPerCapita",FALSE,1150,"Dems",0.0253388722200019,0.028716052519668,0.882393992093692,0.377769067213802,"log_EmissionsPerCapita ~ Dems + Reps + factor_UnifiedRep + log_GDPPerCapita +      factor_State + factor_Year","1150 x 57"
"2","log_EmissionsPerCapita",FALSE,1150,"Reps",0.115017222954355,0.0249934353489976,4.60189731216631,0.00000470647188723448,"log_EmissionsPerCapita ~ Dems + Reps + factor_UnifiedRep + log_GDPPerCapita +      factor_State + factor_Year","1150 x 57"
"3","log_EmissionsPerCapita",FALSE,1150,"factor_UnifiedRep1",-0.000617639061080961,0.00999405726663846,-0.0618006325761936,0.950733554633889,"log_EmissionsPerCapita ~ Dems + Reps + factor_UnifiedRep + log_GDPPerCapita +      factor_State + factor_Year","1150 x 57"
"4","log_EmissionsPerCapita",FALSE,1150,"DemsLag1",0.0208265068748753,0.0309380766946354,0.673167471929068,0.500991613882878,"log_EmissionsPerCapita ~ DemsLag1 + RepsLag1 + factor_UnifiedRepLag1 +      log_GDPPerCapita + factor_State + factor_Year","1150 x 57"
"5","log_EmissionsPerCapita",FALSE,1150,"RepsLag1",0.110299535663396,0.0241707248674853,4.56335241363703,0.0000056398638559575,"log_EmissionsPerCapita ~ DemsLag1 + RepsLag1 + factor_UnifiedRepLag1 +      log_GDPPerCapita + factor_State + factor_Year","1150 x 57"
"6","log_EmissionsPerCapita",FALSE,1150,"factor_UnifiedRepLag11",-0.00458764504855843,0.00680688800784194,-0.67397098986691,0.500480829359812,"log_EmissionsPerCapita ~ DemsLag1 + RepsLag1 + factor_UnifiedRepLag1 +      log_GDPPerCapita + factor_State + factor_Year","1150 x 57"
"7","log_EmissionsPerCapita",FALSE,1150,"DemsLag2",0.0201136506861739,0.0346299155347483,0.580817203148862,0.56149121269969,"log_EmissionsPerCapita ~ DemsLag2 + RepsLag2 + factor_UnifiedRepLag2 +      log_GDPPerCapita + factor_State + factor_Year","1150 x 57"
"8","log_EmissionsPerCapita",FALSE,1150,"RepsLag2",0.0937511478005223,0.0252705545427542,3.70989673542417,0.000218467650638859,"log_EmissionsPerCapita ~ DemsLag2 + RepsLag2 + factor_UnifiedRepLag2 +      log_GDPPerCapita + factor_State + factor_Year","1150 x 57"
"9","log_EmissionsPerCapita",FALSE,1150,"factor_UnifiedRepLag21",-0.00781815371140577,0.00298748637384849,-2.61696715333781,0.00900196103156342,"log_EmissionsPerCapita ~ DemsLag2 + RepsLag2 + factor_UnifiedRepLag2 +      log_GDPPerCapita + factor_State + factor_Year","1150 x 57"
"10","log_CarbonIntensity",FALSE,1150,"Dems",-0.0435300183007248,0.0593607645968461,-0.733312965160789,0.463533949204487,"log_CarbonIntensity ~ Dems + Reps + factor_UnifiedRep + log_GDPPerCapita +      factor_State + factor_Year","1150 x 57"
"11","log_CarbonIntensity",FALSE,1150,"Reps",0.0619907008412335,0.0593273858192471,1.04489183174362,0.296317410790443,"log_CarbonIntensity ~ Dems + Reps + factor_UnifiedRep + log_GDPPerCapita +      factor_State + factor_Year","1150 x 57"
"12","log_CarbonIntensity",FALSE,1150,"factor_UnifiedRep1",0.00306517918308883,0.0131340036990179,0.233377365602388,0.815514624517836,"log_CarbonIntensity ~ Dems + Reps + factor_UnifiedRep + log_GDPPerCapita +      factor_State + factor_Year","1150 x 57"
"13","log_CarbonIntensity",FALSE,1150,"DemsLag1",-0.0540944055724733,0.0617093071985111,-0.876600435627292,0.380907901216103,"log_CarbonIntensity ~ DemsLag1 + RepsLag1 + factor_UnifiedRepLag1 +      log_GDPPerCapita + factor_State + factor_Year","1150 x 57"
"14","log_CarbonIntensity",FALSE,1150,"RepsLag1",0.0551665289822297,0.0613340048054133,0.899444429843602,0.368626004645263,"log_CarbonIntensity ~ DemsLag1 + RepsLag1 + factor_UnifiedRepLag1 +      log_GDPPerCapita + factor_State + factor_Year","1150 x 57"
"15","log_CarbonIntensity",FALSE,1150,"factor_UnifiedRepLag11",-0.00137727086458017,0.0136977171072064,-0.100547474721579,0.919929242863694,"log_CarbonIntensity ~ DemsLag1 + RepsLag1 + factor_UnifiedRepLag1 +      log_GDPPerCapita + factor_State + factor_Year","1150 x 57"
"16","log_CarbonIntensity",FALSE,1150,"DemsLag2",-0.0720276844606664,0.0575875548164696,-1.25075087300055,0.211310532557805,"log_CarbonIntensity ~ DemsLag2 + RepsLag2 + factor_UnifiedRepLag2 +      log_GDPPerCapita + factor_State + factor_Year","1150 x 57"
"17","log_CarbonIntensity",FALSE,1150,"RepsLag2",0.0591434374559613,0.0594754037902794,0.994418426556821,0.320253662885712,"log_CarbonIntensity ~ DemsLag2 + RepsLag2 + factor_UnifiedRepLag2 +      log_GDPPerCapita + factor_State + factor_Year","1150 x 57"
"18","log_CarbonIntensity",FALSE,1150,"factor_UnifiedRepLag21",-0.00290794099698855,0.0120196497357365,-0.241932257671597,0.80888100094724,"log_CarbonIntensity ~ DemsLag2 + RepsLag2 + factor_UnifiedRepLag2 +      log_GDPPerCapita + factor_State + factor_Year","1150 x 57"
"19","log_EnergyIntensity",FALSE,1150,"Dems",0.0350151863731648,0.0330187313028687,1.06046431802553,0.289181294220989,"log_EnergyIntensity ~ Dems + Reps + factor_UnifiedRep + log_GDPPerCapita +      factor_State + factor_Year","1150 x 57"
